timestamp,ticker,yahoo_symbol,price,currency,market_time
2026-05-22T13:30:10.896Z,CVX,CVX,191.01,USD,2026-05-21T20:00:29.000Z
2026-05-22T13:30:10.896Z,TMO,TMO,447.33,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:10.896Z,WMT,WMT,121.25,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:10.896Z,KO,KO,81.03,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:10.896Z,BAC,BAC,51.69,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:10.896Z,ADBE,ADBE,244.1,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:10.897Z,QCOM,QCOM,214.73,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:10.897Z,CRM,CRM,180.145,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:10.897Z,ACN,ACN,178.52,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:10.897Z,LIN,LIN,516.72,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:10.897Z,ORCL,ORCL,191.455,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:10.897Z,MCD,MCD,282.45,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:10.897Z,INTU,INTU,307.72,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:10.897Z,CSCO,CSCO,118.455,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:10.897Z,WFC,WFC,75.92,USD,2026-05-21T20:02:21.000Z
2026-05-22T13:30:10.897Z,DIS,DIS,103.98,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:10.897Z,ABT,ABT,88.22,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:10.897Z,GE,GE,304.49,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:10.897Z,CAT,CAT,875.16,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:10.897Z,VZ,VZ,48.385,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:10.897Z,TXN,TXN,305.18,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:10.897Z,AMAT,AMAT,427.36,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:10.897Z,AMGN,AMGN,337.42,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:10.897Z,CMG,CMG,32.8,USD,2026-05-21T20:01:29.000Z
2026-05-22T13:30:10.897Z,IBM,IBM,260.36,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:13.624Z,BKNG,BKNG,159.68,USD,2026-05-21T20:00:00.000Z
2026-05-22T13:30:13.624Z,UNP,UNP,265.1,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:13.624Z,COP,COP,120.128,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:13.624Z,GS,GS,998.18,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:13.624Z,LOW,LOW,216.47,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:13.624Z,PM,PM,187.63,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,TJX,TJX,157.62,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:13.624Z,SPGI,SPGI,416.275,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:13.624Z,HON,HON,223.8,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:13.624Z,REGN,REGN,642.59,USD,2026-05-21T20:00:00.000Z
2026-05-22T13:30:13.624Z,ISRG,ISRG,437.13,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,ETN,ETN,385,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:13.624Z,NOW,NOW,102,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:13.624Z,GEV,GEV,1059.415,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:13.624Z,RTX,RTX,176.6,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:13.624Z,ELV,ELV,393.92,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:13.624Z,MDT,MDT,78.475,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:13.624Z,PANW,PANW,252.25,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,BLK,BLK,1068.32,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:13.624Z,PFE,PFE,26.01,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:13.624Z,LRCX,LRCX,305.725,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,PLTR,PLTR,137.702,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,SYK,SYK,312.93,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:13.624Z,C,C,125.94,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:13.624Z,MS,MS,201.84,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,DE,DE,532.45,USD,2026-05-22T13:30:02.000Z
2026-05-22T13:30:13.624Z,MU,MU,756.51,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,BSX,BSX,57.675,USD,2026-05-22T13:30:06.000Z
2026-05-22T13:30:13.624Z,LMT,LMT,524.99,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:13.624Z,ADP,ADP,220.075,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:13.624Z,ADI,ADI,384.21,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:13.624Z,SBUX,SBUX,104.05,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,MDLZ,MDLZ,61.58,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,MO,MO,73.76,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:13.624Z,GILD,GILD,130.5,USD,2026-05-21T20:00:00.000Z
2026-05-22T13:30:13.624Z,CB,CB,331.05,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:13.624Z,SHW,SHW,309.34,USD,2026-05-21T20:00:02.000Z
2026-05-22T13:30:13.624Z,PGR,PGR,198.08,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:13.624Z,CI,CI,283.97,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:13.624Z,AMT,AMT,184.94,USD,2026-05-22T13:30:06.000Z
2026-05-22T13:30:13.624Z,SCHW,SCHW,90.145,USD,2026-05-22T13:30:07.000Z
2026-05-22T13:30:13.624Z,CVS,CVS,93.115,USD,2026-05-22T13:30:07.000Z
2026-05-22T13:30:13.624Z,CME,CME,289.2,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,BX,BX,119.15,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:13.624Z,CDNS,CDNS,361.87,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,T,T,25.371,USD,2026-05-22T13:30:07.000Z
2026-05-22T13:30:13.624Z,CRWD,CRWD,652.315,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:13.624Z,NOC,NOC,552.9,USD,2026-05-22T13:30:06.000Z
2026-05-22T13:30:16.468Z,ZTS,ZTS,80.56,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:16.468Z,MCK,MCK,766.045,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:16.468Z,KLAC,KLAC,1871.38,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:16.468Z,EQIX,EQIX,1078.42,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:16.468Z,COF,COF,187.85,USD,2026-05-22T13:30:07.000Z
2026-05-22T13:30:16.468Z,DHR,DHR,173.24,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:16.468Z,ICE,ICE,151.83,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:16.468Z,BMY,BMY,59.55,USD,2026-05-21T20:00:02.000Z
2026-05-22T13:30:16.468Z,SNPS,SNPS,509.99,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:16.468Z,SO,SO,94.31,USD,2026-05-22T13:30:02.000Z
2026-05-22T13:30:16.468Z,EMR,EMR,135.655,USD,2026-05-22T13:30:02.000Z
2026-05-22T13:30:16.468Z,FTNT,FTNT,129.46,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:16.468Z,PYPL,PYPL,44.3,USD,2026-05-21T20:00:00.000Z
2026-05-22T13:30:16.468Z,TGT,TGT,126.75,USD,2026-05-22T13:30:06.000Z
2026-05-22T13:30:16.468Z,PH,PH,873.96,USD,2026-05-22T13:30:09.000Z
2026-05-22T13:30:16.468Z,NXPI,NXPI,302.1,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:16.469Z,WM,WM,217.42,USD,2026-05-22T13:30:04.000Z
2026-05-22T13:30:16.469Z,COR,COR,273.82,USD,2026-05-22T13:30:09.000Z
2026-05-22T13:30:16.469Z,MET,MET,84.425,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:16.469Z,HLT,HLT,322.26,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:16.469Z,GD,GD,341,USD,2026-05-22T13:30:02.000Z
2026-05-22T13:30:16.469Z,ADSK,ADSK,240.19,USD,2026-05-21T20:00:00.000Z
2026-05-22T13:30:16.469Z,PCAR,PCAR,109.34,USD,2026-05-21T20:00:00.000Z
2026-05-22T13:30:16.469Z,ROST,ROST,228.96,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:16.469Z,MAR,MAR,370.56,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:16.469Z,ECL,ECL,251.5,USD,2026-05-22T13:30:06.000Z
2026-05-22T13:30:16.469Z,ITW,ITW,252.12,USD,2026-05-22T13:30:09.000Z
2026-05-22T13:30:16.469Z,KMB,KMB,98.73,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:16.469Z,NSC,NSC,313.04,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:16.469Z,APD,APD,290.19,USD,2026-05-21T20:00:03.000Z
2026-05-22T13:30:16.469Z,ODFL,ODFL,207.69,USD,2026-05-21T20:00:00.000Z
2026-05-22T13:30:16.469Z,TT,TT,450.8,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:16.469Z,CEG,CEG,287.46,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:16.469Z,CTAS,CTAS,172.36,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:16.469Z,CNC,CNC,57.77,USD,2026-05-21T20:02:59.000Z
2026-05-22T13:30:16.469Z,FDX,FDX,393.93,USD,2026-05-22T13:30:07.000Z
2026-05-22T13:30:16.469Z,AJG,AJG,205.885,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:16.469Z,ALL,ALL,216.87,USD,2026-05-22T13:30:08.000Z
2026-05-22T13:30:16.469Z,AMCR,AMCR,38.765,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:16.469Z,AMP,AMP,450.58,USD,2026-05-22T13:30:02.000Z
2026-05-22T13:30:16.469Z,AON,AON,322.355,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:16.469Z,APH,APH,127.955,USD,2026-05-22T13:30:09.000Z
2026-05-22T13:30:16.469Z,APA,APA,38.035,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:16.469Z,BALL,BALL,56.35,USD,2026-05-21T20:00:02.000Z
2026-05-22T13:30:16.469Z,BAX,BAX,19.28,USD,2026-05-22T13:30:02.000Z
2026-05-22T13:30:16.469Z,BBY,BBY,61.19,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:16.469Z,BDX,BDX,146.025,USD,2026-05-22T13:30:07.000Z
2026-05-22T13:30:16.469Z,BEN,BEN,30.86,USD,2026-05-21T20:00:03.000Z
2026-05-22T13:30:16.469Z,BIIB,BIIB,190.53,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:16.469Z,BIO,BIO,288.735,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:19.418Z,BK,BK,137.16,USD,2026-05-20T20:00:03.000Z
2026-05-22T13:30:19.418Z,BKR,BKR,65.4,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:19.418Z,BRO,BRO,58.52,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:19.418Z,BWA,BWA,65.54,USD,2026-05-22T13:30:11.000Z
2026-05-22T13:30:19.418Z,BXP,BXP,60.27,USD,2026-05-22T13:30:07.000Z
2026-05-22T13:30:19.418Z,CAG,CAG,13.45,USD,2026-05-22T13:30:12.000Z
2026-05-22T13:30:19.418Z,CAH,CAH,201.898,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:19.418Z,CARR,CARR,63.09,USD,2026-05-22T13:30:11.000Z
2026-05-22T13:30:19.418Z,CBOE,CBOE,350.231,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:19.418Z,CBRE,CBRE,131.04,USD,2026-05-21T20:00:02.000Z
2026-05-22T13:30:19.418Z,CCI,CCI,92.42,USD,2026-05-22T13:30:05.000Z
2026-05-22T13:30:19.418Z,CCK,CCK,96.46,USD,2026-05-21T20:00:02.000Z
2026-05-22T13:30:19.418Z,CHD,CHD,96.07,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:19.418Z,CHR,CHR,1.8,USD,2026-05-21T20:00:00.000Z
2026-05-22T13:30:19.418Z,CINF,CINF,168.37,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:19.418Z,CL,CL,90.81,USD,2026-05-22T13:30:14.000Z
2026-05-22T13:30:19.418Z,CLX,CLX,95.38,USD,2026-05-22T13:30:12.000Z
2026-05-22T13:30:19.418Z,CMI,CMI,645.67,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:19.418Z,CMS,CMS,73.86,USD,2026-05-22T13:30:12.000Z
2026-05-22T13:30:19.418Z,CNP,CNP,42.375,USD,2026-05-22T13:30:07.000Z
2026-05-22T13:30:19.418Z,COO,COO,62.49,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:19.418Z,CPB,CPB,20.1,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:19.418Z,CPRT,CPRT,34.287,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:19.418Z,CSX,CSX,46.14,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:19.418Z,CTVA,CTVA,79.555,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:19.418Z,CTRA,CTRA,32.56,USD,2026-05-06T20:04:32.000Z
2026-05-22T13:30:19.418Z,CTSH,CTSH,52.225,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:19.418Z,CUBE,CUBE,40.1,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:19.418Z,CW,CW,726.88,USD,2026-05-21T20:00:02.000Z
2026-05-22T13:30:19.418Z,D,D,68.2,USD,2026-05-22T13:30:15.000Z
2026-05-22T13:30:19.418Z,DAL,DAL,76.25,USD,2026-05-22T13:30:14.000Z
2026-05-22T13:30:19.418Z,DD,DD,47.465,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:19.418Z,DG,DG,104.74,USD,2026-05-22T13:30:12.000Z
2026-05-22T13:30:19.418Z,DGX,DGX,193.82,USD,2026-05-21T20:00:02.000Z
2026-05-22T13:30:19.418Z,DHI,DHI,144.33,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:19.418Z,DLTR,DLTR,96.17,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:19.418Z,DOV,DOV,207.77,USD,2026-05-21T20:00:02.000Z
2026-05-22T13:30:19.418Z,DOW,DOW,36.12,USD,2026-05-22T13:30:11.000Z
2026-05-22T13:30:19.418Z,DPZ,DPZ,316.47,USD,2026-05-21T20:00:01.000Z
2026-05-22T13:30:19.418Z,DRI,DRI,198.52,USD,2026-05-22T13:30:10.000Z
2026-05-22T13:30:19.418Z,DTE,DTE,144.04,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:19.418Z,DUK,DUK,124.83,USD,2026-05-22T13:30:16.000Z
2026-05-22T13:30:19.418Z,DVA,DVA,199.84,USD,2026-05-22T13:30:16.000Z
2026-05-22T13:30:19.418Z,DVN,DVN,47.15,USD,2026-05-22T13:30:15.000Z
2026-05-22T13:30:19.418Z,DXCM,DXCM,72.04,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:19.418Z,EA,EA,201.79,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:19.418Z,EBAY,EBAY,117.57,USD,2026-05-22T13:30:00.000Z
2026-05-22T13:30:19.418Z,ED,ED,106.7,USD,2026-05-22T13:30:03.000Z
2026-05-22T13:30:22.354Z,EFX,EFX,163.945,USD,2026-05-22T13:30:14.000Z
2026-05-22T13:30:22.354Z,EG,EG,356.36,USD,2026-05-22T13:30:01.000Z
2026-05-22T13:30:22.354Z,EIX,EIX,70.95,USD,2026-05-22T13:30:11.000Z
